BacV5_Otu_	Size	Taxonomy	k	p	c	o	f	g	s
BacV5_Otu_000600	308	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(93);o__Myxococcales_unclassified(58);o__Myxococcales_unclassified(58);o__Myxococcales_unclassified(58);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	o__Myxococcales_unclassified	o__Myxococcales_unclassified	o__Myxococcales_unclassified
BacV5_Otu_000601	306	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(98);g__Novosphingobium(97);g__Novosphingobium_unclassified(97);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	g__Novosphingobium_unclassified
BacV5_Otu_000602	305	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);f__Myxococcaceae(100);g__Anaeromyxobacter(100);g__Anaeromyxobacter_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Myxococcaceae	g__Anaeromyxobacter	g__Anaeromyxobacter_unclassified
BacV5_Otu_000604	305	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);f__Microbacteriaceae_unclassified(84);f__Microbacteriaceae_unclassified(84);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_000605	305	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Dermacoccaceae(100);g__Dermacoccus(100);g__Dermacoccus_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Dermacoccaceae	g__Dermacoccus	g__Dermacoccus_unclassified
BacV5_Otu_000606	305	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);c__Betaproteobacteria_unclassified(100);c__Betaproteobacteria_unclassified(100);c__Betaproteobacteria_unclassified(100);c__Betaproteobacteria_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	c__Betaproteobacteria_unclassified	c__Betaproteobacteria_unclassified	c__Betaproteobacteria_unclassified	c__Betaproteobacteria_unclassified
BacV5_Otu_000607	304	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);c__Betaproteobacteria_unclassified(97);c__Betaproteobacteria_unclassified(97);c__Betaproteobacteria_unclassified(97);c__Betaproteobacteria_unclassified(97);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	c__Betaproteobacteria_unclassified	c__Betaproteobacteria_unclassified	c__Betaproteobacteria_unclassified	c__Betaproteobacteria_unclassified
BacV5_Otu_000608	304	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_000609	304	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);g__Microbacterium(98);g__Microbacterium_unclassified(88);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	g__Microbacterium	g__Microbacterium_unclassified
BacV5_Otu_000610	304	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Rhodospirillaceae(100);g__Skermanella(100);g__Skermanella_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Skermanella	g__Skermanella_unclassified
BacV5_Otu_000611	304	k__Bacteria(100);p__Chloroflexi(100);c__Chloroflexi(100);o__[Roseiflexales](100);f__[Kouleothrixaceae](100);g__Kouleothrix(62);g__Kouleothrix_unclassified(62);	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	g__Kouleothrix	g__Kouleothrix_unclassified
BacV5_Otu_000612	304	k__Bacteria(100);p__Actinobacteria(100);p__Actinobacteria_unclassified(66);p__Actinobacteria_unclassified(66);p__Actinobacteria_unclassified(66);p__Actinobacteria_unclassified(66);p__Actinobacteria_unclassified(66);	k__Bacteria	p__Actinobacteria	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified
BacV5_Otu_000613	303	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);o__Myxococcales_unclassified(99);o__Myxococcales_unclassified(99);o__Myxococcales_unclassified(99);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	o__Myxococcales_unclassified	o__Myxococcales_unclassified	o__Myxococcales_unclassified
BacV5_Otu_000614	303	k__Bacteria(100);k__Bacteria_unclassified(83);k__Bacteria_unclassified(83);k__Bacteria_unclassified(83);k__Bacteria_unclassified(83);k__Bacteria_unclassified(83);k__Bacteria_unclassified(83);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_000615	302	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(100);f__Rhizobiaceae_unclassified(57);f__Rhizobiaceae_unclassified(57);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	f__Rhizobiaceae_unclassified	f__Rhizobiaceae_unclassified
BacV5_Otu_000616	301	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);g__Mycoplana(89);g__Mycoplana_unclassified(89);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Mycoplana	g__Mycoplana_unclassified
BacV5_Otu_000619	298	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(79);o__Solirubrobacterales(74);o__Solirubrobacterales_unclassified(74);o__Solirubrobacterales_unclassified(74);o__Solirubrobacterales_unclassified(74);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified
BacV5_Otu_000620	298	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Cohnella(100);g__Cohnella_unclassified(100);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Cohnella	g__Cohnella_unclassified
BacV5_Otu_000621	298	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Intrasporangiaceae(100);f__Intrasporangiaceae_unclassified(94);f__Intrasporangiaceae_unclassified(94);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Intrasporangiaceae	f__Intrasporangiaceae_unclassified	f__Intrasporangiaceae_unclassified
BacV5_Otu_000622	297	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(86);f__Rhodospirillaceae(85);f__Rhodospirillaceae_unclassified(85);f__Rhodospirillaceae_unclassified(85);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	f__Rhodospirillaceae_unclassified	f__Rhodospirillaceae_unclassified
BacV5_Otu_000624	296	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);g__Caulobacter(100);s__vibrioides(91);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__vibrioides
BacV5_Otu_000626	296	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(98);o__Myxococcales(75);o__Myxococcales_unclassified(74);o__Myxococcales_unclassified(74);o__Myxococcales_unclassified(74);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	o__Myxococcales_unclassified	o__Myxococcales_unclassified	o__Myxococcales_unclassified
BacV5_Otu_000627	295	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Mycobacteriaceae(100);g__Mycobacterium(100);g__Mycobacterium_unclassified(72);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	g__Mycobacterium_unclassified
BacV5_Otu_000628	294	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_000629	294	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Frankiaceae(100);f__Frankiaceae_unclassified(100);f__Frankiaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Frankiaceae	f__Frankiaceae_unclassified	f__Frankiaceae_unclassified
BacV5_Otu_000630	294	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);g__Phenylobacterium(96);g__Phenylobacterium_unclassified(96);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	g__Phenylobacterium_unclassified
BacV5_Otu_000631	293	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(88);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_000632	292	k__Bacteria(100);k__Bacteria_unclassified(100);k__Bacteria_unclassified(100);k__Bacteria_unclassified(100);k__Bacteria_unclassified(100);k__Bacteria_unclassified(100);k__Bacteria_unclassified(100);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_000635	289	k__Bacteria(100);p__Acidobacteria(100);c__Solibacteres(100);o__Solibacterales(100);f__Solibacteraceae(100);g__Candidatus_Solibacter(100);g__Candidatus_Solibacter_unclassified(100);	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	f__Solibacteraceae	g__Candidatus_Solibacter	g__Candidatus_Solibacter_unclassified
BacV5_Otu_000636	289	k__Bacteria(100);p__Proteobacteria(97);c__Alphaproteobacteria(97);o__Sphingomonadales(93);f__Sphingomonadaceae(93);g__Sphingomonas(72);g__Sphingomonas_unclassified(72);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_000637	288	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingobium(96);g__Sphingobium_unclassified(96);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	g__Sphingobium_unclassified
BacV5_Otu_000639	287	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);f__Nannocystaceae(100);g__Nannocystis(100);g__Nannocystis_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Nannocystaceae	g__Nannocystis	g__Nannocystis_unclassified
BacV5_Otu_000640	287	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(99);g__Agrobacterium(84);g__Agrobacterium_unclassified(84);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Agrobacterium	g__Agrobacterium_unclassified
BacV5_Otu_000641	287	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(84);f__Comamonadaceae_unclassified(84);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_000642	286	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(73);g__Sphingomonas_unclassified(67);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_000643	286	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_000644	285	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(99);f__Sphingomonadaceae(98);g__Sphingomonas(97);s__asaccharolytica(76);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_000645	285	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__SC-I-84(100);o__SC-I-84_unclassified(100);o__SC-I-84_unclassified(100);o__SC-I-84_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	o__SC-I-84_unclassified	o__SC-I-84_unclassified	o__SC-I-84_unclassified
BacV5_Otu_000646	284	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);f__Haliangiaceae(100);f__Haliangiaceae_unclassified(100);f__Haliangiaceae_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	f__Haliangiaceae_unclassified	f__Haliangiaceae_unclassified
BacV5_Otu_000647	284	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Xanthomonadales(100);f__Sinobacteraceae(100);f__Sinobacteraceae_unclassified(100);f__Sinobacteraceae_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	f__Sinobacteraceae_unclassified	f__Sinobacteraceae_unclassified
BacV5_Otu_000649	283	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Cohnella(100);g__Cohnella_unclassified(100);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Cohnella	g__Cohnella_unclassified
BacV5_Otu_000651	282	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(75);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_000652	282	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);g__Janthinobacterium(73);s__lividum(73);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Janthinobacterium	s__lividum
BacV5_Otu_000653	281	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Syntrophobacterales(100);f__Syntrophobacteraceae(100);f__Syntrophobacteraceae_unclassified(100);f__Syntrophobacteraceae_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	f__Syntrophobacteraceae_unclassified	f__Syntrophobacteraceae_unclassified
BacV5_Otu_000654	281	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Cohnella(100);g__Cohnella_unclassified(100);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Cohnella	g__Cohnella_unclassified
BacV5_Otu_000655	281	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_000656	281	k__Bacteria(100);p__Actinobacteria(100);c__Acidimicrobiia(100);o__Acidimicrobiales(100);f__Microthrixaceae(100);f__Microthrixaceae_unclassified(100);f__Microthrixaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Microthrixaceae	f__Microthrixaceae_unclassified	f__Microthrixaceae_unclassified
BacV5_Otu_000658	280	k__Bacteria(100);p__Chloroflexi(100);c__Chloroflexi(100);o__Chloroflexales(100);f__Oscillochloridaceae(100);g__Oscillochloris(100);g__Oscillochloris_unclassified(100);	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__Chloroflexales	f__Oscillochloridaceae	g__Oscillochloris	g__Oscillochloris_unclassified
BacV5_Otu_000662	278	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Micromonosporaceae(100);g__Catellatospora(70);g__Catellatospora_unclassified(70);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micromonosporaceae	g__Catellatospora	g__Catellatospora_unclassified
BacV5_Otu_000664	278	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Xanthomonadales(100);f__Xanthomonadaceae(100);f__Xanthomonadaceae_unclassified(100);f__Xanthomonadaceae_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	f__Xanthomonadaceae_unclassified	f__Xanthomonadaceae_unclassified
BacV5_Otu_000665	277	k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__Flavobacteriaceae(100);f__Flavobacteriaceae_unclassified(88);f__Flavobacteriaceae_unclassified(88);	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	f__Flavobacteriaceae_unclassified	f__Flavobacteriaceae_unclassified
BacV5_Otu_000666	276	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingobium(83);g__Sphingobium_unclassified(79);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	g__Sphingobium_unclassified
BacV5_Otu_000667	275	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);g__Methylibium(87);g__Methylibium_unclassified(87);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Methylibium	g__Methylibium_unclassified
BacV5_Otu_000668	274	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(99);o__Solirubrobacterales(98);o__Solirubrobacterales_unclassified(98);o__Solirubrobacterales_unclassified(98);o__Solirubrobacterales_unclassified(98);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified
BacV5_Otu_000669	274	k__Bacteria(100);p__Verrucomicrobia(100);c__[Pedosphaerae](100);o__[Pedosphaerales](100);f__Ellin517(100);f__Ellin517_unclassified(100);f__Ellin517_unclassified(100);	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin517	f__Ellin517_unclassified	f__Ellin517_unclassified
BacV5_Otu_000670	274	k__Bacteria(100);p__[Thermi](100);c__Deinococci(100);o__Deinococcales(100);f__Deinococcaceae(100);g__Deinococcus(100);s__alpinitundrae(100);	k__Bacteria	p__[Thermi]	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__alpinitundrae
BacV5_Otu_000671	274	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_000673	273	k__Bacteria(100);p__Chloroflexi(100);c__TK10(100);o__AKYG885(100);f__Dolo_23(100);f__Dolo_23_unclassified(100);f__Dolo_23_unclassified(100);	k__Bacteria	p__Chloroflexi	c__TK10	o__AKYG885	f__Dolo_23	f__Dolo_23_unclassified	f__Dolo_23_unclassified
BacV5_Otu_000675	271	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Methylophilales(100);f__Methylophilaceae(100);f__Methylophilaceae_unclassified(91);f__Methylophilaceae_unclassified(91);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Methylophilales	f__Methylophilaceae	f__Methylophilaceae_unclassified	f__Methylophilaceae_unclassified
BacV5_Otu_000676	270	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_000677	270	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Streptosporangiaceae(100);f__Streptosporangiaceae_unclassified(93);f__Streptosporangiaceae_unclassified(93);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Streptosporangiaceae	f__Streptosporangiaceae_unclassified	f__Streptosporangiaceae_unclassified
