Ftrad_Otu_	Size	Taxonomy	k	p	c	o	f	g	s
Ftrad_Otu_00363	346	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(74);f__Phaeosphaeriaceae(73);g__Phaeosphaeria(72);g__Phaeosphaeria_unclassified(72);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	g__Phaeosphaeria_unclassified
Ftrad_Otu_00364	345	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Aspergillus(100);s__Aspergillus_conicus(99);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillus_conicus
Ftrad_Otu_00365	345	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Ramularia(100);s__Ramularia_eucalypti(93);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Ramularia	s__Ramularia_eucalypti
Ftrad_Otu_00366	345	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Kondoaceae(100);g__Kondoa(100);s__Kondoa_aeria(100);	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Kondoaceae	g__Kondoa	s__Kondoa_aeria
Ftrad_Otu_00367	342	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);g__Microscypha(100);s__Microscypha_sp(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Microscypha	s__Microscypha_sp
Ftrad_Otu_00368	340	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Acremonium(100);s__Acremonium_sclerotigenum(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__Acremonium_sclerotigenum
Ftrad_Otu_00369	339	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Typhulaceae(100);g__Typhula(100);s__Typhula_incarnata(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Typhulaceae	g__Typhula	s__Typhula_incarnata
Ftrad_Otu_00370	339	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Amylocorticiales(100);f__Amylocorticiaceae(100);g__Plicaturopsis(100);s__Plicaturopsis_crispa(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Amylocorticiales	f__Amylocorticiaceae	g__Plicaturopsis	s__Plicaturopsis_crispa
Ftrad_Otu_00371	338	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Peniophoraceae(100);g__Peniophora(97);s__Peniophora_incarnata(89);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	s__Peniophora_incarnata
Ftrad_Otu_00372	337	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(85);o__Helotiales(85);o__Helotiales_unclassified(84);o__Helotiales_unclassified(84);o__Helotiales_unclassified(84);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	o__Helotiales_unclassified	o__Helotiales_unclassified	o__Helotiales_unclassified
Ftrad_Otu_00373	337	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Clavicipitaceae(100);g__Metarhizium(100);s__Metarhizium_carneum(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__Metarhizium_carneum
Ftrad_Otu_00375	334	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Panellus(100);s__Panellus_serotinus(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Panellus	s__Panellus_serotinus
Ftrad_Otu_00376	333	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);c__Dothideomycetes_unclassified(53);c__Dothideomycetes_unclassified(53);c__Dothideomycetes_unclassified(53);c__Dothideomycetes_unclassified(53);	k__Fungi	p__Ascomycota	c__Dothideomycetes	c__Dothideomycetes_unclassified	c__Dothideomycetes_unclassified	c__Dothideomycetes_unclassified	c__Dothideomycetes_unclassified
Ftrad_Otu_00377	333	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(73);g__Bullera(73);s__Bullera_crocea(73);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00378	329	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);f__Phaeosphaeriaceae_unclassified(97);f__Phaeosphaeriaceae_unclassified(97);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	f__Phaeosphaeriaceae_unclassified	f__Phaeosphaeriaceae_unclassified
Ftrad_Otu_00380	326	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Kondoaceae(100);f__Kondoaceae_unclassified(100);f__Kondoaceae_unclassified(100);	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Kondoaceae	f__Kondoaceae_unclassified	f__Kondoaceae_unclassified
Ftrad_Otu_00381	325	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00382	325	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Penicillium(100);g__Penicillium_unclassified(88);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	g__Penicillium_unclassified
Ftrad_Otu_00383	324	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Lepista(100);s__Lepista_nuda(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Lepista	s__Lepista_nuda
Ftrad_Otu_00384	324	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(55);o__Tremellales_unclassified(55);o__Tremellales_unclassified(55);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00385	319	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Articulospora(100);g__Articulospora_unclassified(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	g__Articulospora_unclassified
Ftrad_Otu_00386	319	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00387	317	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Peniophoraceae(100);g__Peniophora(95);s__Peniophora_incarnata(65);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	s__Peniophora_incarnata
Ftrad_Otu_00388	316	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Microdochiaceae(100);g__Microdochium(100);s__Microdochium_sp(95);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium	s__Microdochium_sp
Ftrad_Otu_00389	316	k__Fungi(100);p__Ascomycota(100);c__Taphrinomycetes(100);o__unclassified_Taphrinomycetes(100);f__unclassified_Taphrinomycetes(100);g__unclassified_Taphrinomycetes(100);s__Taphrinomycetes_sp(100);	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__unclassified_Taphrinomycetes	f__unclassified_Taphrinomycetes	g__unclassified_Taphrinomycetes	s__Taphrinomycetes_sp
Ftrad_Otu_00390	313	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Parastagonospora(100);s__Parastagonospora_nodorum(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Parastagonospora	s__Parastagonospora_nodorum
Ftrad_Otu_00391	307	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);g__Schizothecium(100);g__Schizothecium_unclassified(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	g__Schizothecium_unclassified
Ftrad_Otu_00392	307	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00393	303	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00394	300	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Stereaceae(100);g__Stereum(100);s__Stereum_gausapatum(64);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Stereaceae	g__Stereum	s__Stereum_gausapatum
Ftrad_Otu_00397	298	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Leptosphaeriaceae(100);g__Ampelomyces(100);s__Ampelomyces_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Ampelomyces	s__Ampelomyces_sp
Ftrad_Otu_00398	295	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);g__Knufia(100);s__Knufia_petricola(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	s__Knufia_petricola
Ftrad_Otu_00399	293	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Chaetosphaeriales(100);f__Chaetosphaeriaceae(100);g__Dinemasporium(100);s__Dinemasporium_japonicum(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Dinemasporium	s__Dinemasporium_japonicum
Ftrad_Otu_00400	289	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Torulaceae(100);g__Dendryphion(100);s__Dendryphion_nanum(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Torulaceae	g__Dendryphion	s__Dendryphion_nanum
Ftrad_Otu_00401	287	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporaceae(100);g__Alternaria(94);s__Alternaria_terricola(94);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__Alternaria_terricola
Ftrad_Otu_00403	286	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Arthopyreniaceae(100);g__unclassified_Arthopyreniaceae(100);s__Arthopyreniaceae_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Arthopyreniaceae	g__unclassified_Arthopyreniaceae	s__Arthopyreniaceae_sp
Ftrad_Otu_00405	286	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00406	286	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);f__Nectriaceae_unclassified(100);f__Nectriaceae_unclassified(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	f__Nectriaceae_unclassified	f__Nectriaceae_unclassified
Ftrad_Otu_00407	284	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00408	283	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Capnodiales_fam_Incertae_sedis(100);g__Microcyclospora(100);s__Microcyclospora_malicola(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Capnodiales_fam_Incertae_sedis	g__Microcyclospora	s__Microcyclospora_malicola
Ftrad_Otu_00410	279	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Eurotiales(100);f__Aspergillaceae(100);g__Aspergillus(100);g__Aspergillus_unclassified(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	g__Aspergillus_unclassified
Ftrad_Otu_00411	278	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);g__Vishniacozyma_unclassified(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	g__Vishniacozyma_unclassified
Ftrad_Otu_00412	275	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);f__Nectriaceae_unclassified(97);f__Nectriaceae_unclassified(97);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	f__Nectriaceae_unclassified	f__Nectriaceae_unclassified
Ftrad_Otu_00413	275	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__unclassified_Phaeosphaeriaceae(100);s__Phaeosphaeriaceae_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__unclassified_Phaeosphaeriaceae	s__Phaeosphaeriaceae_sp
Ftrad_Otu_00414	274	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Piskurozymaceae(100);g__Solicoccozyma(100);s__Solicoccozyma_terrea(98);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__Solicoccozyma_terrea
Ftrad_Otu_00416	269	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(96);o__Cystofilobasidiales(95);f__Mrakiaceae(95);g__Phaffia(95);s__Phaffia_sp(95);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Phaffia	s__Phaffia_sp
Ftrad_Otu_00417	266	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00418	264	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporaceae(100);g__Alternaria(100);s__Alternaria_rosae(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__Alternaria_rosae
Ftrad_Otu_00419	264	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiales_fam_Incertae_sedis(100);g__Endosporium(100);s__Endosporium_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Myriangiales_fam_Incertae_sedis	g__Endosporium	s__Endosporium_sp
Ftrad_Otu_00420	263	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);f__Lasiosphaeriaceae_unclassified(100);f__Lasiosphaeriaceae_unclassified(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	f__Lasiosphaeriaceae_unclassified	f__Lasiosphaeriaceae_unclassified
Ftrad_Otu_00421	263	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);g__Apodus(100);s__Apodus_sp(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Apodus	s__Apodus_sp
Ftrad_Otu_00422	261	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00423	260	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Chaetomiaceae(100);g__Chaetomium(100);s__Chaetomium_megalocarpum(94);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium	s__Chaetomium_megalocarpum
Ftrad_Otu_00424	259	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);g__Schizothecium(97);g__Schizothecium_unclassified(97);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Schizothecium	g__Schizothecium_unclassified
Ftrad_Otu_00425	259	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Leptosphaeriaceae(100);g__Plenodomus(100);g__Plenodomus_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus	g__Plenodomus_unclassified
Ftrad_Otu_00426	252	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Leucosporidiales(100);f__Leucosporidiaceae(100);g__Leucosporidium(100);s__Leucosporidium_sp(100);	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	f__Leucosporidiaceae	g__Leucosporidium	s__Leucosporidium_sp
Ftrad_Otu_00427	252	k__Rhizaria(100);p__Cercozoa(100);c__unclassified_Cercozoa(100);o__unclassified_Cercozoa(100);f__unclassified_Cercozoa(100);g__unclassified_Cercozoa(100);s__Cercozoa_sp(100);	k__Rhizaria	p__Cercozoa	c__unclassified_Cercozoa	o__unclassified_Cercozoa	f__unclassified_Cercozoa	g__unclassified_Cercozoa	s__Cercozoa_sp
Ftrad_Otu_00428	250	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Allophaeosphaeria(87);s__Allophaeosphaeria_muriformia(87);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Allophaeosphaeria	s__Allophaeosphaeria_muriformia
Ftrad_Otu_00429	249	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Lasiosphaeriaceae(100);f__Lasiosphaeriaceae_unclassified(99);f__Lasiosphaeriaceae_unclassified(99);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	f__Lasiosphaeriaceae_unclassified	f__Lasiosphaeriaceae_unclassified
Ftrad_Otu_00430	249	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Amniculicolaceae(100);g__Murispora(100);s__Murispora_cicognanii(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Amniculicolaceae	g__Murispora	s__Murispora_cicognanii
Ftrad_Otu_00432	245	k__Fungi(100);p__Ascomycota(100);c__Pezizomycetes(100);o__Pezizales(100);f__Pyronemataceae(100);g__Scutellinia(100);s__Scutellinia_torrentis(99);	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Scutellinia	s__Scutellinia_torrentis
Ftrad_Otu_00433	244	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Niessliaceae(100);g__Eucasphaeria(100);s__Eucasphaeria_capensis(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Niessliaceae	g__Eucasphaeria	s__Eucasphaeria_capensis
Ftrad_Otu_00434	244	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(100);g__Trimmatostroma(100);s__Trimmatostroma_cordae(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	g__Trimmatostroma	s__Trimmatostroma_cordae
Ftrad_Otu_00435	243	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(95);g__Articulospora(94);g__Articulospora_unclassified(94);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	g__Articulospora_unclassified
Ftrad_Otu_00436	242	k__Fungi(100);p__Chytridiomycota(100);c__unclassified_Chytridiomycota(84);o__unclassified_Chytridiomycota(84);f__unclassified_Chytridiomycota(84);g__unclassified_Chytridiomycota(84);s__Chytridiomycota_sp(84);	k__Fungi	p__Chytridiomycota	c__unclassified_Chytridiomycota	o__unclassified_Chytridiomycota	f__unclassified_Chytridiomycota	g__unclassified_Chytridiomycota	s__Chytridiomycota_sp
Ftrad_Otu_00437	242	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Erysiphales(100);f__Erysiphaceae(100);g__Neoerysiphe(100);s__Neoerysiphe_galii(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Erysiphales	f__Erysiphaceae	g__Neoerysiphe	s__Neoerysiphe_galii
Ftrad_Otu_00438	241	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00439	235	k__Fungi(100);p__Chytridiomycota(100);c__Rhizophydiomycetes(100);o__Rhizophydiales(100);f__Gorgonomycetaceae(100);g__Gorgonomyces(100);s__Gorgonomyces_haynaldii(100);	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Gorgonomycetaceae	g__Gorgonomyces	s__Gorgonomyces_haynaldii
Ftrad_Otu_00440	234	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(77);f__Hyaloscyphaceae_unclassified(74);f__Hyaloscyphaceae_unclassified(74);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	f__Hyaloscyphaceae_unclassified	f__Hyaloscyphaceae_unclassified
Ftrad_Otu_00441	234	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Emericellopsis(100);s__Emericellopsis_minima(93);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Emericellopsis	s__Emericellopsis_minima
